Leading Gene name,Leading Protein ID,Median_cirrhosis,Median_nonNAFLD,Median_NAFLD,P-value [-Log10],Log2 difference,RNA tissue category,Significant,Peptides,Razor + unique peptides,Unique peptides,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Q-value,Score,Intensity,MS/MS count,Protein IDs,Majority protein IDs,Protein names,Gene names
IGJ,P01591,31.681275,30.40324,30.58888,4.999799648,1.168927871,,+,3,3,3,17,17,17,18.098,0,59.277,3.38E+11,406,P01591;C9JA05;D6RHJ6;D6RD17,P01591;C9JA05;D6RHJ6;D6RD17,Immunoglobulin J chain,IGJ;JCHAIN
APOD,C9JF17,30.645585,30.67135,30.45233,0.159865294,-0.044586415,,,8,8,8,40.9,40.9,40.9,24.158,0,193.13,5.56E+11,622,C9JF17;P05090;B4DGC3;C9JX71;F8WBT9,C9JF17;P05090;B4DGC3;C9JX71,Apolipoprotein D,APOD
NRCAM,Q92823,23.15525,23.95837,23.972215,0.112824944,-0.250244162,,,23,23,23,24,24,24,143.89,0,323.31,45664000000,85,Q92823;C9JYY6;B7Z670;Q14CA1;F8W775;A0A087X2B3;Q4KMQ7;C9JH43;A0A1B1PFW4;Q75ML9,Q92823;C9JYY6;B7Z670;Q14CA1;F8W775;A0A087X2B3;Q4KMQ7,Neuronal cell adhesion molecule,NRCAM
ALB,P02768,39.547335,39.63375,39.52853,0.351622853,-0.051751243,Tissue enriched,,60,60,1,77.5,77.5,4.4,69.366,0,323.31,1.46E+14,24496,P02768;CON__P02768-1;A0A0C4DGB6;A8K9P0;Q56G89;B4DPP6;B2RBS8;B4DPR2;B7WNR0;H0YA55;D6RHD5;C9JKR2;A0A087WWT3;H7C013,P02768;CON__P02768-1;A0A0C4DGB6;A8K9P0;Q56G89;B4DPP6;B2RBS8;B4DPR2;B7WNR0;H0YA55;D6RHD5;C9JKR2;A0A087WWT3,Serum albumin,ALB
KRT16,P08779,24.097565,23.90885,23.93154,0.311199996,0.201385562,,,35,19,13,67,41.6,31.9,51.267,0,323.31,89749000000,236,P08779;CON__P08779;Q16195;K7ENW6;B4DWU0;B4E2J5,P08779;CON__P08779,"Keratin, type I cytoskeletal 16",KRT16
KRT10,P13645,27.268225,27.3662,27.359345,0.069260951,-0.06929512,,,45,45,27,58.7,58.7,49.5,58.826,0,323.31,1.23E+12,1006,P13645;CON__P13645;Q2M2I5;CON__Q2M2I5;Q7Z3Y8;CON__Q7Z3Y8;A0A1B0GVI3;K7EQH6,P13645;CON__P13645,"Keratin, type I cytoskeletal 10",KRT10
KRT5,P13647,23.45196,23.40406,22.875015,0.153316054,0.205979029,,,43,33,3,57.6,49.5,4.6,62.378,0,236.07,1.36E+11,352,P13647;CON__P13647;F8W0C6;F8VV57,P13647;CON__P13647,"Keratin, type II cytoskeletal 5",KRT5
KRT2,P35908,24.91403,24.99335,24.972675,0.182689701,-0.095122295,,,59,52,38,80.1,77.6,63.1,65.432,0,323.31,6.06E+11,910,P35908;CON__P35908;H0YID6;Q9NY12;A0A024RDJ3,P35908;CON__P35908,"Keratin, type II cytoskeletal 2 epidermal",KRT2
HRNR,Q86YZ3,21.961815,21.8833,22.312955,0.032953056,0.040540653,,,17,17,17,16.7,16.7,16.7,282.39,0,323.31,12684000000,113,Q86YZ3;CON__Q86YZ3;Q5W8V9,Q86YZ3;CON__Q86YZ3,Hornerin,HRNR
YWHAZ,P63104,22.314175,22.08232,22.18519,0.489182196,0.392037985,,,12,10,9,53.1,46.1,42.4,27.745,0,323.31,49185000000,136,P63104;D0PNI1;E7EX29;B0AZS6;B7Z2E6;H0YB80;E7ESK7;E5RIR4;E9PD24;E7EVZ2;Q2F831;E5RGE1;Q6LD62;F8WEB6;A2IDB1,P63104;D0PNI1;E7EX29;B0AZS6;B7Z2E6;H0YB80;E7ESK7,14-3-3 protein zeta/delta,YWHAZ
HBA1,P69905,33.82185,33.79459,33.96338,0.004167827,0.002610694,,,9,9,4,88,88,53.5,15.257,0,323.31,2.84E+12,1923,P69905;D1MGQ2;I1VZV6;A0A0K2BMD8;A0A1K0GXZ1;U6A216;E9M4D4;G3V1N2;Q4ZGM8;E1B2D1;V9H1D9;Q96T46;P78461;Q9BX83;Q86YQ4;Q86YL2;Q6J1Z9;Q86YQ1;Q9NQT3;E9LUX2;U6A3P2;U6A493;Q86YQ5;P02008;V9GZG8;Q7Z6G4;Q7Z7B4;Q1W6G9,P69905;D1MGQ2;I1VZV6;A0A0K2BMD8;A0A1K0GXZ1;U6A216;E9M4D4;G3V1N2;Q4ZGM8;E1B2D1;V9H1D9;Q96T46;P78461;Q9BX83,Hemoglobin subunit alpha,HBA1;HBA2
BCHE,P06276,27.833925,27.89735,28.099785,0.6337389,-0.140845786,Tissue enhanced,,23,23,22,50,50,50,68.417,0,323.31,7.53E+11,846,P06276;D3DNN4;A0A024CIM4;F8WF14;F8WEX7;H0Y885;Q96HL2;H7C4Y0;REV__B3KNC6,P06276;D3DNN4;A0A024CIM4;F8WF14;F8WEX7,Cholinesterase;Carboxylic ester hydrolase,BCHE
CAP1,D3DPU2,21.786755,23.80931,21.74771,1.54920638,-1.351440917,,,15,15,15,45.1,45.1,45.1,51.672,0,323.31,15477000000,92,D3DPU2;Q01518;B4DI38;B2RDY9;B4DNW7;B4DNY3;B4DNA3;B4DUZ8;Q5T0R1;Q5T0R7;Q5T0R6;Q5T0R5;Q5T0R4;Q5T0R3;Q5T0R2;Q5T0R9;Q5T0S3;P40123;Q5T0R8;B7Z385;Q5JPJ8;A0A087X0J3;A0A087WZ15;E9PDI2;B7Z4M3,D3DPU2;Q01518;B4DI38;B2RDY9;B4DNW7;B4DNY3;B4DNA3;B4DUZ8;Q5T0R1,Adenylyl cyclase-associated protein;Adenylyl cyclase-associated protein 1,CAP1
EXT2,Q93063,21.508175,23.46762,23.861275,0.449587868,-0.662981055,,,14,14,14,24,24,24,82.254,0,72.353,7440200000,55,Q93063;Q6NUL1;D3DR24;B7Z431;E9PNL9,Q93063;Q6NUL1;D3DR24,Exostosin-2,EXT2
COL18A1,P39060,23.73375,23.72858,23.812085,0.00678843,0.00349191,,,17,17,17,12.7,12.7,12.7,178.19,0,207.34,25283000000,103,P39060;D3DSM4;D3DSM5;H7BXV5;H7C457;Q8NG19,P39060;D3DSM4;D3DSM5;H7BXV5;H7C457;Q8NG19,Collagen alpha-1(XVIII) chain;Endostatin,COL18A1
ICAM2,P13598,24.76697,23.82881,24.25191,0.732099793,0.921541405,,,6,6,6,20.7,20.7,20.7,30.654,0,284.89,72432000000,116,P13598;J3QQR8;J3QQX6;J3QRQ1;J3QRT5;D3DU30;Q6FHE2;Q59ED3;B7Z316;J3QKR4;A8KAP5,P13598;J3QQR8;J3QQX6;J3QRQ1;J3QRT5;D3DU30;Q6FHE2;Q59ED3;B7Z316;J3QKR4;A8KAP5,Intercellular adhesion molecule 2,ICAM2
ABI3BP,Q7Z7G0,22.36672,24.37119,24.730985,0.712668313,-1.47255035,,,13,13,13,15.3,15.3,15.3,118.64,0,323.31,66178000000,123,Q7Z7G0;D3YTG3;B4DSV9;H0Y897;Q9H717;Q5JPC9;H7C4X4;H0YEA0;H7C556;H7C4T1;H7C4S3,Q7Z7G0;D3YTG3;B4DSV9;H0Y897,Target of Nesh-SH3,ABI3BP
HGFAC,D6RAR4,25.94943,26.61807,26.31055,2.769966367,-0.789155727,Tissue enriched,+,13,13,1,26.7,26.7,1.7,71.482,0,230.13,3.20E+11,275,D6RAR4;CON__ENSEMBL:ENSBTAP00000023055,D6RAR4,,HGFAC
SFTPB,D6W5L6,22.080335,22.16695,22.106955,0.085417618,0.093731774,,,8,8,8,17.3,17.3,17.3,43.346,0,29.853,4514900000,34,D6W5L6;P07988;B4E1F5;H0Y7V6;B2RC55;A0SEC1,D6W5L6;P07988;B4E1F5;H0Y7V6;B2RC55,Pulmonary surfactant-associated protein B,SFTPB
PTPRS,Q13332,23.978845,23.46762,24.201615,0.231239655,-0.319677565,,,29,29,10,21.3,21.3,7.4,217.04,0,323.31,16451000000,128,Q13332;D6W633;Q8NHS7,Q13332;D6W633,Receptor-type tyrosine-protein phosphatase S,PTPRS
APOH,P02749,32.463465,32.55956,32.556125,0.54650009,-0.151644728,Tissue enriched,,23,23,21,70.4,70.4,65.8,38.298,0,323.31,2.85E+12,1363,P02749;D9IWP9;B4DPN0;J3QRN2;J3QLI0;J3KS17,P02749;D9IWP9;B4DPN0,Beta-2-glycoprotein 1,APOH
HBB,P68871,34.108805,34.11458,34.218395,0.022507288,-0.013596598,,,10,10,2,82.3,82.3,17,15.998,0,323.31,3.50E+12,2649,P68871;D9YZU5;C8C504;Q0Z944;Q9BWV6;Q9GZL9;B3VL86;Q14473;Q6V0K9;Q52MT0;E9NGZ5;B3VL05;Q8IUL9;Q8IZI0;Q3LR79;B3VL31;Q4TWB7;A0A1B4WRL5;Q9UK54;B5ANL9;F8W6P5;Q3Y9I8;Q4TZM4;Q9BWU5;B3VL17;Q4JLR8;B2M1S6;Q14484;Q9UP81;A1YZ08;D5FZW3;E9M263;Q9BXA2;Q9UBV6;A9YUX2;Q9H1I6;J7LKS8;B3VL12;O95408;Q86VF0;K4EN30;Q7Z2K5;Q9HAR8;Q7Z7B3;Q3L3Q5;Q6VFQ5;B2M1S7;B2M0Y1;A0A0J9YWK4;O95412;Q6J1Z8;A0A140KFU0,P68871;D9YZU5;C8C504;Q0Z944;Q9BWV6;Q9GZL9;B3VL86;Q14473;Q6V0K9;Q52MT0;E9NGZ5;B3VL05;Q8IUL9;Q8IZI0;Q3LR79;B3VL31;Q4TWB7;A0A1B4WRL5;Q9UK54;B5ANL9;F8W6P5;Q3Y9I8;Q4TZM4;Q9BWU5;B3VL17;Q4JLR8;B2M1S6;Q14484;Q9UP81;A1YZ08,Hemoglobin subunit beta;LVV-hemorphin-7;Spinorphin,HBB
COL6A3,P12111,28.20766,27.91456,28.08046,1.36194504,0.437018522,,,102,102,3,42.2,42.2,1.2,343.67,0,323.31,1.91E+11,561,P12111;D9ZGF2;Q63HQ4;Q8N4Z1;I3L392,P12111;D9ZGF2;Q63HQ4,Collagen alpha-3(VI) chain,COL6A3;DKFZp686K04147
VTN,P04004,32.75831,32.74935,32.95904,0.070025721,-0.010399034,Tissue enriched,,34,34,32,63,63,56.5,54.305,0,323.31,5.13E+12,3592,P04004;D9ZGG2;B7Z553;J7HH10;CON__Q3ZBS7;F5GX75,P04004;D9ZGG2;B7Z553,Vitronectin;Vitronectin V65 subunit;Vitronectin V10 subunit;Somatomedin-B,VTN
SNCA,P37840,26.661005,26.1488,26.167135,0.711110887,0.333154064,,,6,6,6,54.3,54.3,54.3,14.46,0,99.65,24799000000,50,P37840;Q4W5L2;H6UYS5;E7EPV7;D6RA31;F6L6N6;H6UYS7;H6UYS0;Q16143;A0A024R7R3;G4Y815;G4Y816,P37840;Q4W5L2;H6UYS5;E7EPV7;D6RA31;F6L6N6;H6UYS7;H6UYS0,Alpha-synuclein,SNCA;NACP
CFI,P05156,30.90095,30.98821,31.09582,0.522473608,-0.071063487,Tissue enhanced,,24,24,0,42.5,42.5,0,65.75,0,323.31,2.39E+12,2377,P05156;G3XAM2;E7ETH0;A8K3L0;A0A0U4BCF5;Q6LAM0;Q8WW88;A0A087X0I2;D6R9Z8;CON__Q32PI4,P05156;G3XAM2;E7ETH0;A8K3L0;A0A0U4BCF5;Q6LAM0;Q8WW88;A0A087X0I2,Complement factor I;Complement factor I heavy chain;Complement factor I light chain,CFI
ENPP2,Q13822,24.351965,23.57542,23.791985,1.88892831,0.644848103,,,18,18,18,26.3,26.3,26.3,98.993,0,323.31,39527000000,139,Q13822;E7EUF1;E5RIA2;B4DJD3;E5RJ49,Q13822;E7EUF1;E5RIA2,Ectonucleotide pyrophosphatase/phosphodiesterase family member 2,ENPP2
SERPINA1,P01009,33.61978,33.16788,33.500225,0.82086228,1.199571122,Tissue enriched,,33,1,1,68.2,3.8,3.8,46.736,0,323.31,1.73E+12,744,P01009;E9KL23;Q2L9S7;Q3I0J7;A6YP93,P01009;E9KL23,Alpha-1-antitrypsin;Short peptide from AAT,SERPINA1
SERPING1,P05155,33.98056,34.15285,34.175315,1.062184807,-0.143909582,,,26,26,25,46.8,46.8,45.2,55.154,0,323.31,9.51E+12,6656,P05155;E9KL26;H9KV48;E9PGN7;Q5UGI6;A0A0S2Z333;H0YCA1;CON__P50448;C9JZJ9;Q5UGI5;A0A087WUD9,P05155;E9KL26;H9KV48;E9PGN7;Q5UGI6,Plasma protease C1 inhibitor,SERPING1
NRP1,O14786,26.7285,26.29614,26.457155,1.500586306,0.359678925,,,25,25,25,36.1,36.1,36.1,103.13,0,323.31,75990000000,241,O14786;Q6X907;E9PEP6;Q68DN3;Q59F20;Q71SW6;E7EX60;Q9H2E1;Q5T7F0;A8K9V7;Q6AWA9;Q5JWQ4;Q5JWQ6;H0Y4A0;V9GYL7;Q9H2E0;Q9H2D9;Q9H2D7,O14786;Q6X907;E9PEP6;Q68DN3;Q59F20;Q71SW6;E7EX60;Q9H2E1;Q5T7F0;A8K9V7;Q6AWA9;Q5JWQ4;Q5JWQ6,Neuropilin-1,NRP1;DKFZp781F1414;DKFZp686A03134
F9,P00740,27.74294,27.85638,27.934315,0.674693847,-0.110661867,Tissue enriched,,13,13,12,35.1,35.1,32.3,51.778,0,323.31,1.99E+11,575,P00740;F2RM37;F2RM35;Q19UJ0;Q19UI5;Q19UH5;Q19UG9;Q19UG4;Q19UG3;Q19UG2;Q19UG1;Q19UH6;Q19UG6;Q19UI4;Q19UI3;Q19UI1;Q19UH9;Q19UH8;Q19UG8;Q19UG5;Q7Z7N1;Q19UJ6;Q19UJ1;Q19UJ5;Q19UJ4;Q7Z7N0;Q19UJ9;Q19UK0;Q19UJ7,P00740;F2RM37;F2RM35,Coagulation factor IX;Coagulation factor IXa light chain;Coagulation factor IXa heavy chain,F9;F9 p22;factor IX F9
TGOLN2,O43493,28.16399,27.84446,27.98939,0.329281636,-0.390434223,,,14,14,14,31.2,31.2,31.2,51.112,0,323.31,63446000000,101,O43493;J3KQ45;F8W8W7,O43493;J3KQ45;F8W8W7,Trans-Golgi network integral membrane protein 2,TGOLN2
TENM4,Q6N022,26.47664,26.55655,26.39471,0.711593308,-0.764008882,,,1,1,1,0.4,0.4,0.4,307.95,0.001123,3.9043,12463000000,40,Q6N022;G4VTY1;G3CAT2;G3CAT1,Q6N022;G4VTY1;G3CAT2;G3CAT1,Teneurin-4,TENM4;ODZ4
,G3GAU4,23.667975,21.73287,25.07888,0.450495765,1.076515643,,,4,2,2,46.7,21.5,21.5,11.606,0,18.51,28880000000,27,G3GAU4,G3GAU4,,
LAMB1,P07942,27.978485,27.92309,27.99895,0.362050806,0.340426445,,,28,28,28,17.5,17.5,17.5,198.04,0,248.53,72235000000,167,P07942;G3XAI2;Q8TAS6;E7EPA6,P07942;G3XAI2;Q8TAS6,Laminin subunit beta-1,LAMB1
MST1,P26927,26.659235,26.60399,26.783195,0.26728606,0.099644576,Tissue enhanced,,25,25,24,44.7,44.7,43.5,80.319,0,173.92,1.26E+11,264,P26927;Q53GN8;G3XAK1;Q13208;B7Z250;Q2TV78;B7Z557;B7Z538;Q49A61;H7C0F8;B4DPQ8;B7Z3P3;B4DDW3,P26927;Q53GN8;G3XAK1;Q13208,Hepatocyte growth factor-like protein;Hepatocyte growth factor-like protein alpha chain;Hepatocyte growth factor-like protein beta chain,MST1
KLKB1,P03952,30.29232,30.60222,30.62854,3.138625207,-0.322143682,Tissue enriched,+,30,30,10,52.2,52.2,14.4,71.369,0,285.04,1.19E+12,1895,P03952;H0YAC1;A8K9A9;C9J075;A0A0C4DGJ9;P20718,P03952;H0YAC1;A8K9A9,Plasma kallikrein;Plasma kallikrein heavy chain;Plasma kallikrein light chain,KLKB1
KRT1,P04264,25.632755,25.79203,25.52385,0.192791987,0.104688623,,,63,63,1,66.5,66.5,3.3,66.038,0,323.31,2.53E+12,1896,P04264;H6VRG0;H6VRF8;H6VRG1;H6VRG3;H6VRF9;CON__P04264,P04264;H6VRG0;H6VRF8;H6VRG1;H6VRG3;H6VRF9;CON__P04264,"Keratin, type II cytoskeletal 1",KRT1
SHBG,P04278,28.226125,27.70636,27.10146,2.186235054,0.530827395,Tissue enhanced,,15,15,14,52,52,48,43.779,0,323.31,2.11E+11,378,P04278;I3L145;I3L1J1;B4DYU0;A0A0C4DGN2;I3L2X4;I3L4B9;I3L2F1;B0FWH6;B0FWH5;I3L1C1;I3L1G4;B0FWH7;I3L0M1,P04278;I3L145;I3L1J1;B4DYU0;A0A0C4DGN2;I3L2X4,Sex hormone-binding globulin,SHBG
CAMP,P49913,28.432975,27.83244,28.18784,0.175157719,0.652998373,,,5,5,5,25.9,25.9,25.9,19.301,0,8.0757,1.21E+11,26,P49913;J3KNB4,P49913;J3KNB4,Cathelicidin antimicrobial peptide;Antibacterial protein FALL-39;Antibacterial protein LL-37,CAMP
SEMA4B,Q9NPR2,25.037925,24.96279,25.344345,0.624820126,0.518259642,,,14,14,14,22.1,22.1,22.1,92.192,0,136.09,19446000000,78,Q9NPR2;J3KNP4;Q7Z3N1;H0YMZ3;Q4VBY2;H0YN49;H0YMR1;H0YLN3;H0YMD6;H0YNM2,Q9NPR2;J3KNP4;Q7Z3N1;H0YMZ3;Q4VBY2,Semaphorin-4B,SEMA4B;DKFZp686A04130
RELN,P78509,23.943865,24.11347,24.23162,0.47791525,0.521785736,Tissue enhanced,,25,25,25,8.9,8.9,8.9,388.38,0,65.97,19507000000,40,P78509;J3KQ66;B4DEZ5;B4DMH0,P78509;J3KQ66,Reelin,RELN
CILP2,Q8IUL8,23.31961,22.85054,22.92614,0.846308747,0.668267801,,,13,13,13,14.9,14.9,14.9,126.29,0,153.68,12674000000,58,Q8IUL8;K7EPJ4;B2RAJ0,Q8IUL8;K7EPJ4;B2RAJ0,Cartilage intermediate layer protein 2;Cartilage intermediate layer protein 2 C1;Cartilage intermediate layer protein 2 C2,CILP2
APOC4-APOC2,K7ER74,31.389975,31.98821,31.967705,1.02290177,-0.450009282,Tissue enriched,,7,7,6,37.1,37.1,32,20.049,0,183.33,8.73E+11,782,K7ER74;P02655;A0A024R0T9;A0A0S2Z3C2;Q6P163;V9GYJ8;K7EMC3,K7ER74;P02655;A0A024R0T9;A0A0S2Z3C2;Q6P163,Apolipoprotein C-II;Proapolipoprotein C-II,APOC4-APOC2;APOC2
HSP90AA1,P07900,23.187315,23.44253,23.391,0.230250135,0.225640403,,,23,23,14,39.5,39.5,24.5,84.659,0,323.31,70611000000,175,P07900;K9JA46;Q2VPJ6;Q8TBA7;Q86U12;O75322;Q96HX7;Q14568;G3V2J8;B4DTA5;Q86SX1;Q58FG0;Q58FG1,P07900;K9JA46;Q2VPJ6;Q8TBA7;Q86U12;O75322,Heat shock protein HSP 90-alpha,HSP90AA1;EL52
C3,M0R1Q1,21.515835,26.30661,21.563,1.52228026,-2.283257908,,,6,2,2,62.1,23.3,23.3,11.239,0,77.891,66346000000,108,M0R1Q1,M0R1Q1,,C3
PDLIM1,O00151,23.656715,25.06702,25.66082,0.243751614,-0.58650998,,,9,9,9,35.3,35.3,35.3,36.071,0,73.461,18894000000,39,O00151;V9HW92,O00151;V9HW92,PDZ and LIM domain protein 1,PDLIM1;HEL-S-112
MASP2,O00187,25.492125,25.68913,25.909795,0.674478909,-0.172530068,Tissue enriched,,14,14,14,25.2,25.2,25.2,75.702,0,83.733,76661000000,173,O00187,O00187,Mannan-binding lectin serine protease 2;Mannan-binding lectin serine protease 2 A chain;Mannan-binding lectin serine protease 2 B chain,MASP2
QSOX1,O00391,27.643275,27.15074,27.336705,1.841905187,0.465547901,,,26,26,26,44.4,44.4,44.4,82.577,0,323.31,2.65E+11,419,O00391;A8K4C2;A0A140VKE5;A8K477;Q13876;A8MXT8;H0Y5Z8,O00391;A8K4C2;A0A140VKE5;A8K477;Q13876,Sulfhydryl oxidase 1;Sulfhydryl oxidase,QSOX1;BPGF-1
PLXNB2,O15031,25.028225,25.22435,25.10228,1.262533378,-0.231446584,,,14,14,14,9.7,9.7,9.7,205.12,0,174.74,17167000000,73,O15031;E2PU09;A0PK02;A6QRH1;H0Y7X5;H0Y6J7;A6QRG9;Q3LIB1,O15031;E2PU09;A0PK02,Plexin-B2,PLXNB2
PLXNB1,O43157,23.945025,24.18707,24.109465,0.483055306,-0.770848529,,,12,12,12,8.5,8.5,8.5,232.3,0,191.47,7918100000,59,O43157,O43157,Plexin-B1,PLXNB1
CD5L,O43866,29.58968,28.57903,28.563765,1.83247125,2.533833207,,,5,5,5,15,15,15,38.087,0,32.648,76982000000,218,O43866,O43866,CD5 antigen-like,CD5L
PDCD6,O75340,23.250445,23.75939,23.442475,0.132739187,-0.186129019,,,4,4,4,22,22,22,21.868,0,9.5381,1542200000,8,O75340;Q53FC3;A0A024QZ42;H0Y9X3;A0A087WZ38,O75340;Q53FC3;A0A024QZ42,Programmed cell death protein 6,PDCD6
FCN3,O75636,28.928045,29.08891,29.61969,0.04952727,0.045148404,Group enriched,,13,13,13,53.2,53.2,53.2,32.903,0,323.31,5.55E+11,919,O75636;Q6UXM4;Q6UY50,O75636;Q6UXM4;Q6UY50,Ficolin-3,FCN3;UNQ172
PAPLN,O95428,22.318895,21.64256,22.407365,0.289739687,0.322675472,,,13,13,13,14.7,14.7,14.7,137.7,0,60.267,3874800000,24,O95428;G3V5P6;B3KXI1;B9EGP7;B5MDP7;H0YMM2;H0YJA1,O95428;G3V5P6;B3KXI1,Papilin,PAPLN
APOM,O95445,30.39301,30.73731,30.482285,2.388047534,-0.290844748,,+,7,7,3,50.5,50.5,30.9,21.253,0,323.31,3.55E+11,654,O95445;I2D5J2;I2D5I8,O95445,Apolipoprotein M,APOM
H6PD,O95479,25.61733,25.64306,25.45017,0.201836793,0.109944895,,,28,28,28,40.5,40.5,40.5,88.892,0,321.07,55823000000,168,O95479;R4GMU1;B6ZHS6,O95479;R4GMU1,GDH/6PGL endoplasmic bifunctional protein;Glucose 1-dehydrogenase;6-phosphogluconolactonase,H6PD
VNN1,O95497,23.643975,23.04673,23.99223,0.029561671,-0.041103723,Group enriched,,12,12,12,39.2,39.2,39.2,57.011,0,323.31,1.48E+11,275,O95497;B2RAN2;Q9NY84,O95497;B2RAN2,Pantetheinase,VNN1
LDHA,P00338,24.51938,24.417,24.609465,0.001503217,0.00093708,,,14,13,13,60.5,56.9,56.9,36.688,0,151.27,19828000000,140,P00338;V9HWB9;B4DJI1;F5GXY2;F5GYU2;F5GXH2;F5H5J4;F5H6W8;F5GZQ4;P07864;Q6ZMR3;F5H8H6;F5GXC7;F5GWW2;F5GXU1;F5H5G7;F5H155;A0A087WUM2;Q96L19;G3XAP5;F5H245;G9BCY8;G9BCY7;D6NKH9;A0A140VKA7,P00338;V9HWB9;B4DJI1,L-lactate dehydrogenase A chain;L-lactate dehydrogenase,LDHA;HEL-S-133P
ALDH1A1,P00352,20.463435,21.3335,22.77243,1.169135119,-0.822305489,,,11,11,11,28.7,28.7,28.7,54.861,0,74.839,2976500000,24,P00352;V9HW83;V9HVX6;B4DDF8;B4DXX3;Q59EJ0;Q5SYQ9;Q5SYQ8;Q5SYQ7;P05091;F8VP50;Q53FB6,P00352;V9HW83;V9HVX6;B4DDF8;B4DXX3;Q59EJ0,Retinal dehydrogenase 1,ALDH1A1;HEL-S-53e;HEL-9
F8,P00451,24.579295,24.2021,24.231675,0.092899316,0.156251081,,,17,17,16,9.4,9.4,8.8,267.01,0,40.466,10581000000,30,P00451;A8KA37;B1B0G8;D5H408;A0A127R644;B1B0G9;Q003V5;Q003W2;Q003W0;Q003V9;Q003V8;Q003V7;Q003V6;E3VWA6;Q003V4;Q003V3;Q003V0;Q003U9;Q003V1;A5JQJ7;A5JQJ6;A0FJ20;Q06DL6;A0N0R3;Q06DL8;A5JV03;Q06DL7;E3VWA3;A6NAF3;A6NAF0;A5JQJ5;A0N0R4;A0N0R6;A0N0R5;A6NAE9;A6NAE8;A6NAE6;B2M0I8,P00451;A8KA37,"Coagulation factor VIII;Factor VIIIa heavy chain, 200 kDa isoform;Factor VIIIa heavy chain, 92 kDa isoform;Factor VIII B chain;Factor VIIIa light chain",F8
F13A1,P00488,28.844715,29.0531,28.91167,0.19690168,-0.058744409,,,38,38,2,60.9,60.9,5.1,83.266,0,323.31,4.88E+11,1041,P00488;Q9NQP5;A6PVK5;H0Y796,P00488,Coagulation factor XIII A chain,F13A1
F2,P00734,32.207645,32.4007,32.368535,4.007332108,-0.2364819,Tissue enriched,+,38,38,26,62.2,62.2,37.5,70.036,0,323.31,3.06E+12,2387,P00734;E9PIT3;B4DDT3;Q69EZ8;CON__P00735;Q86WA1;Q8TD58;Q15253,P00734;E9PIT3;B4DDT3;Q69EZ8,Prothrombin;Activation peptide fragment 1;Activation peptide fragment 2;Thrombin light chain;Thrombin heavy chain,F2
HP,P00738,36.47686,36.88604,36.868795,1.368149329,-0.384402466,Tissue enriched,,26,26,12,62.8,62.8,40.4,45.205,0,323.31,1.85E+13,4536,P00738;A0A0C4DGL8;J3QR68;H0Y300;J3QLC9;Q6NSB4;A0A087WU08;Q6PEJ8;H3BS21;B3KP77;A0A0U4EXB4;J3KRH2;A0A0U4DJF7;A0A0U4DKQ8;J3KSV1;J3QQI8;H3BMJ7;A0A0U4ERW6,P00738;A0A0C4DGL8;J3QR68;H0Y300;J3QLC9;Q6NSB4;A0A087WU08;Q6PEJ8;H3BS21;B3KP77,Haptoglobin;Haptoglobin alpha chain;Haptoglobin beta chain,HP
HPR,P00739,29.90406,30.18423,29.96044,0.77132089,-0.372463311,Tissue enriched,,20,6,6,44,17.8,17.8,39.029,0,323.31,1.77E+11,576,P00739;A0A0A0MRD9;J3KTC3;Q14552,P00739;A0A0A0MRD9,Haptoglobin-related protein,HPR
F10,P00742,28.4213,28.56092,28.696195,0.607452596,-0.086390983,Tissue enhanced,,14,14,14,26.6,26.6,26.6,54.731,0,323.31,5.18E+11,757,P00742;Q5JVE7;Q5JVE8;B7ZBK1;F8WBM7,P00742;Q5JVE7,Coagulation factor X;Factor X light chain;Factor X heavy chain;Activated factor Xa heavy chain,F10
PLG,P00747,32.82809,32.82145,32.80519,0.211801637,-0.032942073,Tissue enriched,,44,44,25,58.1,58.1,39.6,90.568,0,323.31,3.10E+12,2789,P00747;B2R7F8;B4DPH4;Q68DS2;Q5TEH5;Q02325;Q53QL7;Q9UMI2,P00747;B2R7F8,"Plasminogen;Plasmin heavy chain A;Activation peptide;Angiostatin;Plasmin heavy chain A, short form;Plasmin light chain B",PLG
F12,P00748,29.54434,30.07368,30.12381,0.133934295,-0.075789854,Tissue enriched,,24,24,0,47.8,47.8,0,67.791,0,323.31,9.88E+11,1330,P00748,P00748,Coagulation factor XII;Coagulation factor XIIa heavy chain;Beta-factor XIIa part 1;Coagulation factor XIIa light chain,F12
CA1,P00915,27.372075,27.0296,27.289015,0.266485564,0.157765643,,,14,14,14,68.2,68.2,68.2,28.87,0,323.31,3.84E+11,589,P00915;V9HWE3;E5RHP7;E5RH81;E5RIF9;E5RG43;E5RFE7;E5RFL2;E5RGU8;H0YBE2;E5RII2;E5RG81;E5RJI8;E5RJF6;E5RHS7,P00915;V9HWE3;E5RHP7;E5RH81;E5RIF9;E5RG43;E5RFE7;E5RFL2,Carbonic anhydrase 1,CA1;HEL-S-11
CA2,P00918,25.20723,25.14297,25.295625,0.326388405,0.199975501,,,15,15,15,69.6,69.6,69.6,29.246,0,183.19,91735000000,179,P00918;V9HW21;A0A0K0K1L1;E5RID5;E5RK37,P00918;V9HW21;A0A0K0K1L1,Carbonic anhydrase 2,CA2;HEL-76
